aid,title,cover_url,,,,,
2896,将放言说女生之间不可能的女孩子，在百日之内彻底攻陷的百合故事,http://img.wenku8.com/image/2/2896/2896s.jpg,,,,,1
3817,末日尽头的少女背包之旅,http://img.wenku8.com/image/3/3817/3817s.jpg,,,,,1
3816,猫之山宁宁子是猫族,http://img.wenku8.com/image/3/3816/3816s.jpg,,,,,1
3802,谋杀勇者的新娘,http://img.wenku8.com/image/3/3802/3802s.jpg,,,,,1
3800,魔女们的选择 两位魔女的英雄史诗,http://img.wenku8.com/image/3/3800/3800s.jpg,,,,,1
3784,我发现了小小的百合,http://img.wenku8.com/image/3/3784/3784s.jpg,,,,,1
3780,请待在有光的地方,http://img.wenku8.com/image/3/3780/3780s.jpg,,,,,1
3653,区区平民竟敢这么嚣张！,http://img.wenku8.com/image/3/3653/3653s.jpg,,,,,1
3759,只要活着,http://img.wenku8.com/image/3/3759/3759s.jpg,,,,,1
3754,深夜重拳(深夜PUNCH 动画投稿者是吸血鬼！？),http://img.wenku8.com/image/3/3754/3754s.jpg,,,,,0
2971,英雄王，为了穷尽武道而转生～而后成为世界最强见习骑士♀～,http://img.wenku8.com/image/2/2971/2971s.jpg,,,,,
3723,她她,http://img.wenku8.com/image/3/3723/3723s.jpg,,,,,1
3716,初恋Signal,http://img.wenku8.com/image/3/3716/3716s.jpg,,,,,1
3137,身为VTuber的我因为忘记关台而成了传说,http://img.wenku8.com/image/3/3137/3137s.jpg,,,,,0
3703,蜘蛛与制服,http://img.wenku8.com/image/3/3703/3703s.jpg,,,,,1
3693,在这得说猫语,http://img.wenku8.com/image/3/3693/3693s.jpg,,,,,1
3667,四人制姐妹百合物帐,http://img.wenku8.com/image/3/3667/3667s.jpg,,,,,1
3665,你以为我的百合人设只是商业卖点？,http://img.wenku8.com/image/3/3665/3665s.jpg,,,,,1
3639,不动火轮一动不动,http://img.wenku8.com/image/3/3639/3639s.jpg,,,,,1
3432,祈祷之国的莉莉艾儿,http://img.wenku8.com/image/3/3432/3432s.jpg,,,,,0
3560,回忆重叠的乐园战场。接着两人，拿起了武器(少女执利兵于手，相战于交织希望的乐园战场),http://img.wenku8.com/image/3/3560/3560s.jpg,,,,,1
2685,明日的世界将会星光灿烂(明日的世界星光闪耀),http://img.wenku8.com/image/2/2685/2685s.jpg,,,,,1
1990,SAO刀剑神域外传 Gun Gale Online,http://img.wenku8.com/image/1/1990/1990s.jpg,,,,,0
3547,NO推理、NO侦探？,http://img.wenku8.com/image/3/3547/3547s.jpg,,,,,0
3101,菜鸟炼金术师开店营业中(新人炼金术师的店铺经营),http://img.wenku8.com/image/3/3101/3101s.jpg,,,,,0
3525,Lovelive! 虹咲学园偶像同好会 红莲的剑姬~Flamesword Princess~,http://img.wenku8.com/image/3/3525/3525s.jpg,,,,,0
3507,沙漠蔷薇,http://img.wenku8.com/image/3/3507/3507s.jpg,,,,,1
3505,焦点深度,http://img.wenku8.com/image/3/3505/3505s.jpg,,,,,1
2635,我的推是坏人大小姐(我推是反派大小姐),http://img.wenku8.com/image/2/2635/2635s.jpg,,,,,1
3128,我的初恋对象与人接吻了,http://img.wenku8.com/image/3/3128/3128s.jpg,,,,,1
3413,十岁的最强魔导师,http://img.wenku8.com/image/3/3413/3413s.jpg,,,,,0
3412,少女同志，向敌人开枪吧,http://img.wenku8.com/image/3/3412/3412s.jpg,,,,,0
1729,IDOLISING偶像擂台！,http://img.wenku8.com/image/1/1729/1729s.jpg,,,,,1
3406,反派千金沦为庶民,http://img.wenku8.com/image/3/3406/3406s.jpg,,,,,0
3386,猎猫一族之长,http://img.wenku8.com/image/3/3386/3386s.jpg,,,,,1
3375,强袭魔女Memorial Episode 在一起哦,http://img.wenku8.com/image/3/3375/3375s.jpg,,,,,0
2734,为了当剑士而入学，魔法天赋却高达9999！？,http://img.wenku8.com/image/2/2734/2734s.jpg,,,,,0
3316,Lycoris Recoil 莉可丽丝 Ordinary days,http://img.wenku8.com/image/3/3316/3316s.jpg,,,,,0
1810,鹫尾须美是勇者(勇者部系列一),http://img.wenku8.com/image/1/1810/1810s.jpg,,,,,0
3295,结城友奈是勇者 勇者史外典,http://img.wenku8.com/image/3/3295/3295s.jpg,,,,,0
3294,楠芽吹是勇者(勇者部系列四),http://img.wenku8.com/image/3/3294/3294s.jpg,,,,,0
3280,为青年设立的读书俱乐部,http://img.wenku8.com/image/3/3280/3280s.jpg,,,,,0
3275,推偶像三原则,http://img.wenku8.com/image/3/3275/3275s.jpg,,,,,0
3269,所有偶像皆不老的世界,http://img.wenku8.com/image/3/3269/3269s.jpg,,,,,0
3251,最后也是最初的偶像,http://img.wenku8.com/image/3/3251/3251s.jpg,,,,,1
3250,百年文通,http://img.wenku8.com/image/3/3250/3250s.jpg,,,,,1
3249,弗莉达的世界 天上没有的群星,http://img.wenku8.com/image/3/3249/3249s.jpg,,,,,1
255,圣母在上(玛莉亚的凝望),http://img.wenku8.com/image/0/255/255s.jpg,,,,,1
3232,魔女的宠爱,http://img.wenku8.com/image/3/3232/3232s.jpg,,,,,1
2367,DATE A BULLET赤黑新章,http://img.wenku8.com/image/2/2367/2367s.jpg,,,,,0
1868,脑浆炸裂girl,http://img.wenku8.com/image/1/1868/1868s.jpg,,,,,0
2818,碧蓝航线 Episode of Belfast,http://img.wenku8.com/image/2/2818/2818s.jpg,,,,,0
3056,截稿日之前，百合的进度特别快,http://img.wenku8.com/image/3/3056/3056s.jpg,,,,,1
3097,无法忘怀的魔女故事(无法忘却的魔女物语),http://img.wenku8.com/image/3/3097/3097s.jpg,,,,,1
1778,御神乐学园组曲,http://img.wenku8.com/image/1/1778/1778s.jpg,,,,,
3089,海鸟东月的『荒唐事』,http://img.wenku8.com/image/3/3089/3089s.jpg,,,,,0
3078,武士道系列,http://img.wenku8.com/image/3/3078/3078s.jpg,,,,,1
2997,人类的时代结束了，但肚子还是会饿吗？,http://img.wenku8.com/image/2/2997/2997s.jpg,,,,,1
3017,战翼的希格德莉法,http://img.wenku8.com/image/3/3017/3017s.jpg,,,,,0
1414,魔法少女育成计划,http://img.wenku8.com/image/1/1414/1414s.jpg,,,,,1
1500,LOVELIVE！School idol diary(校园偶像日记 μ’s活动日志),http://img.wenku8.com/image/1/1500/1500s.jpg,,,,,0
1020,384403km 绑架你到月球,http://img.wenku8.com/image/1/1020/1020s.jpg,,,,,1
2963,超次元游戏海王星：梦魇时刻？,http://img.wenku8.com/image/2/2963/2963s.jpg,,,,,0
2945,成为女贤者的光秀待在女勇者信长的队伍里面浑身不自在,http://img.wenku8.com/image/2/2945/2945s.jpg,,,,,0
2768,转生前是男的所以逆后宫容我拒绝,http://img.wenku8.com/image/2/2768/2768s.jpg,,,,,0
2920,最后的蓝(End Blue),http://img.wenku8.com/image/2/2920/2920s.jpg,,,,,1
2905,被百合夹击的女子有罪吗？(夹在百合中间的女人，有罪吗？),http://img.wenku8.com/image/2/2905/2905s.jpg,,,,,1
2855,刀使巫女 琉球剑风录,http://img.wenku8.com/image/2/2855/2855s.jpg,,,,,0
2828,降樱的小镇,http://img.wenku8.com/image/2/2828/2828s.jpg,,,,,1
2845,乃木若叶是勇者(勇者部系列三),http://img.wenku8.com/image/2/2845/2845s.jpg,,,,,0
2541,本田小狼与我,http://img.wenku8.com/image/2/2541/2541s.jpg,,,,,0
1215,学生会侦探桐香,http://img.wenku8.com/image/1/1215/1215s.jpg,,,,,0
2812,将这股温度称为你(我会将这份温暖称为你),http://img.wenku8.com/image/2/2812/2812s.jpg,,,,,1
2471,带着外挂转生为公会柜台小姐,http://img.wenku8.com/image/2/2471/2471s.jpg,,,,,0
2410,英雄转世为英雄之女目标再度成为英雄(重生英雄之女的英雄立志再度成为英雄),http://img.wenku8.com/image/2/2410/2410s.jpg,,,,,0
2788,将放言说不会输的高颜值女孩，全力征服的百合故事,http://img.wenku8.com/image/2/2788/2788s.jpg,,,,,1
2773,野花通信(野野小花通信),http://img.wenku8.com/image/2/2773/2773s.jpg,,,,,1
2291,少女妄想中,http://img.wenku8.com/image/2/2291/2291s.jpg,,,,,1
2482,终将成为你 关于佐伯沙弥香(终将成为你 佐伯沙弥香的追忆),http://img.wenku8.com/image/2/2482/2482s.jpg,,,,,1
1610,舰队收藏(舰队Collection 阳炎，起锚！),http://img.wenku8.com/image/1/1610/1610s.jpg,,,,,0
1845,合奏女孩！,http://img.wenku8.com/image/1/1845/1845s.jpg,,,,,0
2689,冰川双子的生活,http://img.wenku8.com/image/2/2689/2689s.jpg,,,,,1
2418,你好哇，暗杀者,http://img.wenku8.com/image/2/2418/2418s.jpg,,,,,0
2306,Re:Stage！,http://img.wenku8.com/image/2/2306/2306s.jpg,,,,,0
2661,相隔101米的爱恋,http://img.wenku8.com/image/2/2661/2661s.jpg,,,,,1
2680,Everlasting,http://img.wenku8.com/image/2/2680/2680s.jpg,,,,,1
2659,齿轮驱动,http://img.wenku8.com/image/2/2659/2659s.jpg,,,,,0
2314,童话魔法使(原书·原书使),http://img.wenku8.com/image/2/2314/2314s.jpg,,,,,0
2562,大和抚子向前冲！管它以后会怎样！,http://img.wenku8.com/image/2/2562/2562s.jpg,,,,,1
2543,朋友以上侦探未满,http://img.wenku8.com/image/2/2543/2543s.jpg,,,,,0
2496,幸会，食人鬼。,http://img.wenku8.com/image/2/2496/2496s.jpg,,,,,0
2492,在世界终焉的花园,http://img.wenku8.com/image/2/2492/2492s.jpg,,,,,1
2131,为了拯救世界的那一天─Qualidea Code─(为了终有一天能拯救世界),http://img.wenku8.com/image/2/2131/2131s.jpg,,,,,1
2464,无法成为神明的少女,http://img.wenku8.com/image/2/2464/2464s.jpg,,,,,1
2438,Cheers!爱的鼓励,http://img.wenku8.com/image/2/2438/2438s.jpg,,,,,0
2431,她与我的末日旅行,http://img.wenku8.com/image/2/2431/2431s.jpg,,,,,1
2138,OBSTACLE Series 激战的魔女之夜,http://img.wenku8.com/image/2/2138/2138s.jpg,,,,,0
2235,四季之后4 cours after,http://img.wenku8.com/image/2/2235/2235s.jpg,,,,,1
2300,虹色异星人,http://img.wenku8.com/image/2/2300/2300s.jpg,,,,,0
1819,舰队收藏(舰队Collection 鹤翼之绊),http://img.wenku8.com/image/1/1819/1819s.jpg,,,,,0
1577,妮娜与兔子与魔法战车,http://img.wenku8.com/image/1/1577/1577s.jpg,,,,,0
1966,绯弹的亚莉亚AA(绯弹的亚里亚AA),http://img.wenku8.com/image/1/1966/1966s.jpg,,,,,0
2099,Aster girl（紫菀少女）,http://img.wenku8.com/image/2/2099/2099s.jpg,,,,,1
531,苍穹女武神(苍穹的驱真),http://img.wenku8.com/image/0/531/531s.jpg,,,,,0
583,菩提树庄的暗狩姬,http://img.wenku8.com/image/0/583/583s.jpg,,,,,1
1833,生存意义空想,http://img.wenku8.com/image/1/1833/1833s.jpg,,,,,1
208,幽灵恋人,http://img.wenku8.com/image/0/208/208s.jpg,,,,,1
1609,月下魔女,http://img.wenku8.com/image/1/1609/1609s.jpg,,,,,0
1751,樱神乐,http://img.wenku8.com/image/1/1751/1751s.jpg,,,,,0
1698,幽灵列车与金平糖,http://img.wenku8.com/image/1/1698/1698s.jpg,,,,,1
1677,少女与战车,http://img.wenku8.com/image/1/1677/1677s.jpg,,,,,0
1674,蛮憨女侦探事件簿,http://img.wenku8.com/image/1/1674/1674s.jpg,,,,,0
1642,天空的莉莉娅,http://img.wenku8.com/image/1/1642/1642s.jpg,,,,,1
1643,傀儡师神乐,http://img.wenku8.com/image/1/1643/1643s.jpg,,,,,1
1601,超次元游戏海王星,http://img.wenku8.com/image/1/1601/1601s.jpg,,,,,0
1255,某僵尸少女的灾难,http://img.wenku8.com/image/1/1255/1255s.jpg,,,,,0
677,神明大人会把笑心○○○？,http://img.wenku8.com/image/0/677/677s.jpg,,,,,1
1294,茜色交响曲,http://img.wenku8.com/image/1/1294/1294s.jpg,,,,,0
1091,强袭魔女 乙女之章,http://img.wenku8.com/image/1/1091/1091s.jpg,,,,,0
82,七姬物语,http://img.wenku8.com/image/0/82/82s.jpg,,,,,0
149,钢铁白兔骑士团,http://img.wenku8.com/image/0/149/149s.jpg,,,,,0
1156,STITCH裁缝少女,http://img.wenku8.com/image/1/1156/1156s.jpg,,,,,0
1115,魔法少女小圆,http://img.wenku8.com/image/1/1115/1115s.jpg,,,,,1
1021,侦探歌剧MilkyHomes～overture～,http://img.wenku8.com/image/1/1021/1021s.jpg,,,,,0
301,简单易懂的现代魔法,http://img.wenku8.com/image/0/301/301s.jpg,,,,,0
972,如果杜拉(假如高中棒球部的女经理读了德鲁克的《管理学》),http://img.wenku8.com/image/0/972/972s.jpg,,,,,0
952,拜托了，莉莉丝,http://img.wenku8.com/image/0/952/952s.jpg,,,,,0
401,德鲁伊来啰!,http://img.wenku8.com/image/0/401/401s.jpg,,,,,0
60,糖果子弹,http://img.wenku8.com/image/0/60/60s.jpg,,,,,1
929,心生研究社,http://img.wenku8.com/image/0/929/929s.jpg,,,,,1
452,菖蒲的少女革命！,http://img.wenku8.com/image/0/452/452s.jpg,,,,,1
143,高中女神,http://img.wenku8.com/image/0/143/143s.jpg,,,,,0
203,战斗！暴风少女！,http://img.wenku8.com/image/0/203/203s.jpg,,,,,0
915,发明工坊 星降日记,http://img.wenku8.com/image/0/915/915s.jpg,,,,,1
251,魔学诡术士,http://img.wenku8.com/image/0/251/251s.jpg,,,,,0
298,卡莲坂高中可爱广播社,http://img.wenku8.com/image/0/298/298s.jpg,,,,,1
343,静流姐系列,http://img.wenku8.com/image/0/343/343s.jpg,,,,,0
349,BLACK SHEEP 圣夜迷途的黑羊,http://img.wenku8.com/image/0/349/349s.jpg,,,,,1
391,眼镜少女 HOLIC,http://img.wenku8.com/image/0/391/391s.jpg,,,,,1
444,幸运星官方小说,http://img.wenku8.com/image/0/444/444s.jpg,,,,,0
499,香草追击 A sweet partner,http://img.wenku8.com/image/0/499/499s.jpg,,,,,1
519,向阳素描 欢迎来到向阳庄,http://img.wenku8.com/image/0/519/519s.jpg,,,,,0
595,叛红猎杀,http://img.wenku8.com/image/0/595/595s.jpg,,,,,0
643,PiPit!!天线少女,http://img.wenku8.com/image/0/643/643s.jpg,,,,,0
655,simoun 祈舞,http://img.wenku8.com/image/0/655/655s.jpg,,,,,1
657,舞-HiME★DESTINY 龙之巫女,http://img.wenku8.com/image/0/657/657s.jpg,,,,,1
894,紫色的Qualia,http://img.wenku8.com/image/0/894/894s.jpg,,,,,1
577,强袭魔女,http://img.wenku8.com/image/0/577/577s.jpg,,,,,0
806,红线 绊之记忆,http://img.wenku8.com/image/0/806/806s.jpg,,,,,1
124,惊爆草莓,http://img.wenku8.com/image/0/124/124s.jpg,,,,,1
667,野花——在那花不开的世界,http://img.wenku8.com/image/0/667/667s.jpg,,,,,1
516,幸运星 悠闲的日子,http://img.wenku8.com/image/0/516/516s.jpg,,,,,0
486,最后的彼得潘,http://img.wenku8.com/image/0/486/486s.jpg,,,,,0
