text_id,block_id,line_id,dialogue
100002_8,1,60,我不是要你变得舒服啦！笨蛋！废物！
100002_8,1,61,这孩子是来找真唯学姐的。
100002_8,1,62,我有说过，现在要姐姐介绍实在太过分了……
100002_8,1,63,才不是！
100002_8,1,64,可是可是，我们约好了吧～？快点介绍王冢学姐给我认识嘛♡
100002_8,1,65,可以的话我也想那么做。
100002_8,1,66,可是！？
100002_8,1,67,真唯今天请假。
100002_8,1,68,啥——！？
100002_8,1,69,希望明年可以一起逛呢～
100002_8,1,70,因为没兴趣所以没去
100002_8,1,71,这样啊……
100002_8,1,72,难得来一趟的说～……
100002_8,1,73,好了好了，星来。没办法，我们正常逛吧？毕竟高中文化祭这种活动，可不是想来几次就能来几次的
100002_8,1,74,唉～……那就这样吧……
100002_8,1,75,那姐姐，带我们去个有意思的地方吧
100002_8,1,76,那么，我推荐你们去鬼屋
100002_8,1,77,说起来，姐姐的护士服cosplay，很可爱呢
100002_8,1,78,啊，真的吗？谢谢夸奖！
100002_8,1,79,身材也很好，不愧是遥奈的姐姐
100002_8,1,80,啊，不用了不用了凑。不用给她喂食
100002_8,1,81,你！
100002_8,1,82,呜哇啊啊啊啊啊啊啊啊！
100002_8,1,83,怎，怎，怎，怎么回事啊！？
100002_8,1,84,啊哈哈哈哈！居然能吓成这样，真是不错的客人喵！
100002_8,1,85,哇——好厉害啊，高中的文化祭！
100002_8,1,86,嗯，相当刺激。居然是手工制作的，好厉害啊
100002_8,1,87,咦咦咦……？好逼真……
100002_8,1,88,要做到这种程度……？
100002_8,1,89,那当然，只有客人的惨叫和恸哭才能让我复活
100002_8,1,90,刚才还有一对情侣用看不起人的态度进来，结果被我弄哭了
100002_8,1,91,太残忍了！
100002_8,1,92,啊哈哈。开玩笑的啦
100002_8,1,93,虽然出来的人都是吓了一跳，但大家都很开心哦。鬼屋大成功呢
100002_8,1,94,嗯！
100002_8,1,95,星来小姐，凑小姐。这两位是……
100002_8,1,96,啊……是这样啊
100002_8,1,97,之前承蒙关照了。真的非常感谢
100002_8,1,98,不用谢
100002_8,1,99,能看到你们三人又像这样和好如初，真是太好了
100002_8,1,100,真的给你们添麻烦了。非常感谢
100002_8,1,101,没事没事
100002_8,1,102,太好了呢
100002_8,1,103,我回来了——
100002_8,1,104,要一起去吗？
100002_8,1,105,我要去！
100002_8,1,106,妈妈，这是什么？
100002_8,1,107,啊，那是遥奈买回来的
100002_8,1,108,遥奈……？
100002_8,1,109,啊，姐姐，欢迎回来
100002_8,1,110,我回来了。谢谢你今天来玩
100002_8,1,111,不不不。我才要感谢你邀请我来。而且我也见到了紫阳花学姐和香穗学姐
100002_8,1,112,所以，这个蛋糕是怎么回事？
100002_8,1,113,吃掉不就好了？
100002_8,1,114,咦？
100002_8,1,115,你不是喜欢这个吗？
100002_8,1,116,呃……
100002_8,1,117,这是要给我吃的？
100002_8,1,118,嗯，是啊
100002_8,1,119,为什么？？？
100002_8,1,120,没什么。只是碰巧而已
100002_8,1,121,平时去便利店买东西都要以一分为单位来分摊的妹妹，碰巧……？咦，怎么回事！？你是说去蛋糕店点单的时候，你完全没有意识到我喜欢巧克力蛋糕吗！？
100002_8,1,122,你好烦啊！不吃就算了！我要扔掉了！
100002_8,1,123,不不不我吃我吃！
100002_8,1,124,我要吃掉
100002_8,1,125,我要扔掉
100002_8,1,126,我只是想知道你的意图……
100002_8,1,127,就算这世上有很多事情搞不懂，人也是在搞不懂的情况下糊里糊涂地活着。姐姐你也不知道叉子为什么叫叉子吧。
100002_8,1,128,叉子的语源是拉丁语的『ｆｕｒｃａ（福卡）
100002_8,1,129,闭嘴吃你的蛋糕！你这宅宅！
100002_8,1,130,那个……很好吃。
100002_8,1,131,那就好。
100002_8,1,132,不过你到底有什么意图……我只能想到遥奈是因为前阵子那件事解决后想送我谢礼，但不坦率的你决定不直接送而是买蛋糕……
100002_8,1,133,你真的给我闭嘴吃蛋糕。小心我宰了你。
100002_8,1,134,宰了你
100002_8,1,135,现在立刻去买彩票
100002_8,1,136,超大凶
100002_8,1,137,Miss Fortune！
100002_8,1,138,好痛
100002_8,1,139,咦……不知不觉间，被划伤了吗……？
100002_8,1,140,哎呀……
100002_8,1,141,玲奈子的碗，碎了
100002_8,1,142,为、为什么……？
100002_8,1,143,谁知道呢？可能是里面裂开了吧。你看，漂亮地分成两半了
100002_8,1,144,得去买个新的才行了。
100002_8,1,145,运气不好
100002_8,1,146,！
100002_8,1,147,姐、姐姐！
100002_8,1,148,……？
100002_8,1,149,那个、那个那个！
100002_8,1,150,你看到这个了吗！？
100002_8,1,151,咦，什么！？我穿越时空了吗！？
100002_8,1,152,不是啦！这个！快看！报道！
100002_8,1,153,呃，嗯……
100002_8,1,154,王冢真唯，再次发表婚约——
100002_8,1,155,一直以来都温暖地支持着我的各位粉丝，以及关照我的各位相关人士，这次有重要的事情要向各位报告。突然报告这种私事，实在非常抱歉，但我与之前交往的女性订下了婚约。
100002_8,1,156,咦！？
100002_8,1,157,在设法解决之前，或许会让你们等上一阵子……但请相信我，你们两个。
100002_8,1,158,姐姐！你看，这里！快看！
100002_8,1,159,啊！
100002_8,1,160,对象是从小便与家人有来往的青梅竹马，日本人。
100002_8,1,161,我是真唯的青梅竹马！？
100002_8,1,162,…………对不起，我这是在鞭尸呢……
100002_8,1,163,咦！？
100002_8,1,164,——啥啊啊啊啊啊啊啊啊啊啊啊！？
100002_8,1,165,……唉……
100002_8,1,166,……琴，大小姐。
100002_8,1,167,花取小姐，能一直，待在我的身边吗？
100002_8,1,168,请不要带走她！
100002_8,1,169,真唯只是想和我们一起玩，她没有做坏事！因为，我妈妈说过，小孩子的工作就是玩！请不要对真唯做那么过分的事！
100002_8,1,170,真唯，你哪里都不用去！成为我们家的孩子就好了！我会一直陪着你的——！
100002_8,1,171,欢迎回来，真唯大小姐……
100002_8,1,172,嗯，我回来了，花取小姐
100002_8,1,173,……琴小姐
100002_8,1,174,上次在泳池见面后就没见过了呢，花取小姐。稍微打扰一下哦
100002_8,1,175,嗯，嗯。当然可以
100002_8,1,176,刚才我和妈妈谈过了。我想说这件事也告诉花取小姐比较好。
100002_8,1,177,随便你吧。
100002_8,1,178,怎么了？难道说琴大人又要来帮忙做模特的工作吗？
100002_8,1,179,……是啊，这样或许也不错。
100002_8,1,180,其实，我和纱月订婚了。
100002_8,1,181,就是这么回事
100002_8,1,182,哎呀，真开心呢
100002_8,1,183,你打算到处跟人说吗？
100002_8,1,184,公开宣布的时机就交给妈妈吧。不过，花取小姐是我的家人，所以告诉她也没什么不好的吧
100002_8,1,185,好啊。就随你喜欢吧
100002_8,1,186,这是怎么回事——！？
100002_8,1,187,喂！？这到底是怎么回事！？就算是我也搞不懂啊！愚人节还早得很吧！？
100002_8,1,188,呀！
100002_8,1,189,啊，咦？
100002_8,1,190,对、对不起！
100002_8,1,191,不、不会。小玲奈也被叫来了呢……
100002_8,1,192,也就是说，紫阳花同学也是……？
100002_8,1,193,嗯。纱月说，她想好好地说明一下。
100002_8,1,194,唔……
100002_8,1,195,……紫阳花同学，你怎么看这次的事情？
100002_8,1,196,我想应该是有什么内情吧……
100002_8,1,197,如果纱月同学真的喜欢真唯，还染指了横刀夺爱这种行为……！
100002_8,1,198,这个嘛……很难说呢。虽然我不清楚，但应该不会做这种事吧……
100002_8,1,199,可是她是琴纱月耶！？
100002_8,1,200,唔，嗯。是纱月对吧？
100002_8,2,201,个人构图理论
100002_8,2,202,超有趣！
100002_8,2,203,真的无聊死了
100002_8,2,204,是否喜欢
100002_8,2,205,那我就和真唯结婚
100002_8,2,206,紫阳花同学，我希望你能对自己的构图再有点自觉……
100002_8,2,207,咦，我吗！？是说，构图是什么……？
100002_8,2,208,在判断所有事情的时候，紫阳花同学的眼中都戴着『人都是善人
100002_8,2,209,才没那回事呢。
100002_8,2,210,那只是因为紫阳花同学是善人，但其他人可不见得都是善人啊！就算纱月同学对我说『其实我最喜欢抢别人的东西了。兴趣是横刀夺爱。我思考了能给你们最大的伤害的方法，最后就变成这样了
100002_8,2,211,真是粗糙的模拟呢。
100002_8,2,212,不！纱月同学的话肯定会说的！因为那个人总是会从死角用刀子刺向别人的要害！真是了不起的特技呢！要不要去当暗杀者啊！？
100002_8,2,213,嗨。
100002_8,2,214,你倒是说得挺过分的嘛。
100002_8,2,215,不，那个……
100002_8,2,216,可是纱月同学比起被人睡走，肯定更喜欢睡走别人吧！
100002_8,2,217,被人睡走……？睡走别人……？
100002_8,2,218,不行，紫阳花同学不能用那么猥亵的词汇！
100002_8,2,219,欸欸！？
100002_8,2,220,别管笨蛋了，我们开始谈正事吧。
100002_8,2,221,总之，对不起。又让你们操心了。
100002_8,2,222,呃……
100002_8,2,223,不会，小真唯。不过，发生了什么事？
100002_8,2,224,是啊。就让我从头开始说明吧。
100002_8,2,225,我之前一直在设法让妈妈撤回婚约的发表，但她一直不肯听我的话。
100002_8,2,226,虽然距离可以结婚的年龄还有两年，但妈妈做事总是准备周到。不难想象在我悠哉度日的期间，她肯定会一步步地排除障碍。我想要避免陷入被动。
100002_8,2,227,但是，有人在这个时候对我伸出了援手。
100002_8,2,228,她一直陪在我身边，是我非常重要的，温柔体贴的挚友。
100002_8,2,229,这也没什么大不了的。
100002_8,2,230,呵呵呵呵。
100002_8,2,231,就连挺身而出拯救他人的英雄行为，她也说『没什么大不了的
100002_8,2,232,我才不要……
100002_8,2,233,呃，也就是说……？
100002_8,2,234,纱月她啊，说要成为我的未婚妻候选人。如果是其他人肯定不行吧。正因为是从小就认识的纱月的提议，妈妈才会说『如果是你的话
100002_8,2,235,你们可别误会了，甘织、濑名。
100002_8,2,236,我先说清楚，我并没有打算和真唯结婚。
100002_8,2,237,我是为了赶走未婚夫，才演了这出戏。在真唯达到可以结婚的年龄之前，我会以未婚妻的立场待在她身边，然后等时候到了，我就会随便找个理由取消婚约。这样一来，你们就能光明正大地交往了吧。
100002_8,2,238,意思是要对妈妈说谎吗……？
100002_8,2,239,啊，对不起。我不是在责怪你们，那个……只是有点在意。
100002_8,2,240,没错。
100002_8,2,241,我要欺骗阿姨。
100002_8,2,242,什么嘛。先擅自做出『决定未婚夫
100002_8,2,243,你打算放弃吗？放弃自己的恋人。
100002_8,2,244,真唯已经做出选择了吧。不是选择那孩子，而是选择甘织与濑名。既然如此，现在才犹豫也没有意义。听好了，所谓的选择……
100002_8,2,245,……就是不选择除此之外的选项。
100002_8,2,246,就是这么回事。连甘织都懂了。
100002_8,2,247,不，没关系。谢谢你，纱月。你是在顾虑我，才故意用那种说法的吧。我也很清楚自己该做什么。
100002_8,2,248,……嗯，就是这样。在外面要好好扮演未婚妻的角色哦。千万别露出马脚。
100002_8,2,249,那个……为什么纱月同学愿意做到这种地步呢？
100002_8,2,250,……为什么是指？
100002_8,2,251,不，该怎么说呢……
100002_8,2,252,虽然我不太想从自己口中说出来。
100002_8,2,253,我之所以会不计得失帮助真唯，有那么令人意外吗？
100002_8,2,254,没、没那回事。
100002_8,2,255,既然如此，你就当作是为了濑名吧。
100002_8,2,256,咦……我？
100002_8,2,257,……嗯。真唯和甘织的事情我根本不在乎，但这样下去濑名会很伤心吧。毕竟我欠你不少人情。我只是在这里把欠的都还清了而已。
100002_8,2,258,纱月……
100002_8,2,259,而且，说穿了我也没做什么大不了的事。只是和真唯两个人去找阿姨谈了而已。今后可能会增加一些与王冢家有关的麻烦事，但那也没什么。
100002_8,2,260,话虽如此，事态变得有些复杂了呢。我也能理解甘织混乱的心情。
100002_8,2,261,嗯，是啊。
100002_8,2,262,所以，就用图来说明你目前所处的状况吧。
100002_8,2,263,用图！？
100002_8,2,264,这个……小PS是什么？
100002_8,2,265,你在说什么啊？难道你忘记至今为止小PS一直都在帮助我们了吗？它可是我心灵的支柱呢。
100002_8,2,266,是吗……虽然无所谓，但把可以替代的东西拟人化，会让你给人的印象变得非常糟糕哦。
100002_8,2,267,最喜欢……说得这么直接……
100002_8,2,268,就是这样。
100002_8,2,269,这样一来，阿姨的问题就解决了。你们什么都不用担心。虽然真唯的身边暂时还会很吵闹，但等这场风暴过去后，你们就和以前一样，三个人好好相处吧。
100002_8,2,270,恭喜你们三位。今后也要幸福哦。
100002_8,2,271,欸，纱月同学。
100002_8,2,272,……其实，你真的喜欢真唯……不是吗？
100002_8,2,273,笨蛋。
100002_8,2,274,真唯她，喜欢你啊。
100002_8,2,275,嗯、嗯。
100002_8,2,276,呐呐，果然是从以前就决定好的吗！？
100002_8,2,277,原来你们是那种关系啊！？
100002_8,2,278,美女之间的婚约，好浪漫～！
100002_8,2,279,会变成王冢纱月吗！？还是琴真唯！？啊啊，不管哪个都太棒了……！
100002_8,2,280,呀！
100002_8,2,281,哎呀～感觉事情变得很不得了呢……
100002_8,2,282,是啊……
100002_8,2,283,因为，那个纱月竟然会好好地回应粉丝，这明显很奇怪啊——。就像是在向周围的人强调自己是未婚妻一样。话说，玲奈亲和紫阳花妹妹无视她的时候，我就觉得不对劲了
100002_8,2,284,啊，你不用告诉我答案。既然你没告诉我，那说明是不方便告诉当事者以外的人的内容吧
100002_8,2,285,但是，玲奈亲看到小真真和小纱卿卿我我的，心情一定很复杂吧
100002_8,2,286,不，没有……
100002_8,2,287,咦——？
100002_8,2,288,哈喵～♡最喜欢最喜欢最喜欢最喜欢小真唯♡
100002_8,2,289,可是可是，是未婚妻哦？
100002_8,2,290,嗯。
100002_8,2,291,说不定会住在一起～晚上睡在同一张床上哦～？
100002_8,2,292,如果是纱月同学，我想她会说『很烦人，我一个人睡
100002_8,2,293,说不定会两个人一起洗澡，帮对方洗身体哦！
100002_8,2,294,如果是纱月同学，我想她会说『烦死了
100002_8,2,295,你把小纱当成什么了啊！？
100002_8,2,296,纱月同学就是纱月同学……我只能这样回答……
100002_8,2,297,小纱也是个憧憬恋爱的女高中生哦☆
100002_8,2,298,……不……
100002_8,2,299,不是什么意思？
100002_8,2,300,纱月同学…………就是纱月同学啊。
100002_8,2,301,你的思考是不是被锁住了？
100002_8,2,302,是这样吗！？
100002_8,2,303,但是纱月同学说过『我不会谈恋爱
100002_8,2,304,和我交往
100002_8,2,305,不想说
100002_8,2,306,……所以，或许真的没什么吧……
100002_8,2,307,切。完全没反应嘛。难得玲奈亲想让我吃醋的喵～
100002_8,2,308,为什么！？
100002_8,2,309,真无聊～
100002_8,2,310,真是的……
100002_8,2,311,总觉得啊——
100002_8,2,312,最近走在走廊上，会感受到不认识的人投来的安慰视线呢……
100002_8,2,313,是万恶派的败北吗！？
100002_8,2,314,明明就没有输……
100002_8,2,315,嘿。
100002_8,2,316,欸！？
100002_8,2,317,怎、怎么了！？
100002_8,2,318,没什么～
100002_8,2,319,不，可是，刚才！？
100002_8,2,320,嘿。
100002_8,2,321,真是的！又来了！
100002_8,2,322,怎、怎怎怎怎怎么了！？
100002_8,2,323,玲奈子……！
100002_8,2,324,小，小耀子……？
100002_8,2,325,为什么要吓我啊！？正常地叫我啊！我还以为心脏要从嘴里跳出来了！
100002_8,2,326,对，对不起！
100002_8,2,327,话说！我已经一个人无能为力了！
100002_8,2,328,什，什么……？
100002_8,2,329,你知道的吧！？
100002_8,2,330,难，难道
100002_8,2,331,就是我家那个任性的公主！
100002_8,2,332,那么，玲奈子。之后就交给你了
100002_8,2,333,…………咦！？
100002_8,2,334,我可不负责哦。再见！
100002_8,2,335,啊，等一下！？
100002_8,2,336,……玲奈子大人……？
100002_8,2,337,唔……
100002_8,2,338,玲奈子大人！
100002_8,2,339,哇！？
100002_8,2,340,呃，那个……
100002_8,2,341,玲奈子大人……
100002_8,2,342,露，小露西……
100002_8,2,343,请和露西一起……
100002_8,2,344,一，一起……！？
100002_8,2,345,我们去把克里诺兹炸了吧
100002_8,2,346,诶！？
100002_8,2,347,想要50兆圆！
100002_8,2,348,挚友
100002_8,2,349,这个！
100002_8,2,350,青春
100002_8,2,351,思念
100002_8,2,352,思念
100002_8,2,353,那么，玲奈子大人
100002_8,2,354,请用这个去买炸弹。钱不是问题！
100002_8,2,355,不，我觉得这里应该买不到……毕竟这里是日本……
100002_8,2,356,咦…………那么露西要怎么炸掉Queen Palace……？
100002_8,2,357,你还是放弃这个不可能实现的计划吧……
100002_8,2,358,Impossible n'est pas français
100002_8,2,359,『不可能这个词不法国
100002_8,2,360,我的字典里没有不可能这个词
100002_8,2,361,真唯！？
100002_8,2,362,嗨，玲奈子……还有露西啊。真是奇怪的组合呢。
100002_8,2,363,不，那个，这是！
100002_8,2,364,露西。
100002_8,2,365,Ça fait un bail ! Comment vas-tu!? Comment te sens-tu!? J'espère que tu vas bien!
100002_8,2,366,嗯……
100002_8,2,367,不、不是，这是，有很深的缘由……
100002_8,2,368,嗯，我想也是。
100002_8,2,369,你看，我和露西不是都玩游戏吗！？所以，我们是游戏伙伴！因为一些偶然的事情而认识的！我也是最近才知道露西是真唯的未婚妻的！
100002_8,2,370,嗯……『一些偶然的事情
100002_8,2,371,呃……我在车站附近的路边……发现露西迷路了，抱着膝盖回不了家……
100002_8,2,372,原来如此。露西的话确实有可能。
100002_8,2,373,居然相信了——！？
100002_8,2,374,回不了家
100002_8,2,375,欸、欸嘿嘿……就是这样，玲奈子大人是我的救命恩人。麦，你也要感谢玲奈子大人哦。
100002_8,2,376,谢谢你，玲奈子。
100002_8,2,377,咦？啊，嗯。
100002_8,2,378,露西是一位非常纯洁可爱又迷人的女性，但她不太擅长处理身边的事情呢。
100002_8,2,379,怎么会……居然说我可爱，好害羞。
100002_8,2,380,不过日本的生活似乎很合她的意，她每天都过得很开心。这样啊，是因为交到了朋友啊。
100002_8,2,381,是的！和真唯大人与皋月学习日语，真是太好了。
100002_8,2,382,是啊。你真的学得很好。其他还有什么不自由的地方吗？
100002_8,2,383,目前没有！
100002_8,2,384,嗯，那就好。
100002_8,2,385,——啊。
100002_8,2,386,不对！！不是这样的！！
100002_8,2,387,嗯？
100002_8,2,388,啊，说起来你刚才说我们是游戏朋友呢。其实我与纱月以前都受过玲奈子教导，现在稍微会玩FPS了。下次我们四个人一起玩吧。
100002_8,2,389,真的吗！？耶～！
100002_8,2,390,所以说！不对啦！你难道不知道露西为什么会在这里吗！？
100002_8,2,391,就算没什么事，你不是也会来Queen rose玩吗？
100002_8,2,392,今天是有事啦！
100002_8,2,393,因为！露西与玲奈子大人，是来炸掉Queen rose的！
100002_8,2,394,炸、炸掉……？
100002_8,2,395,没错！现在玲奈子大人正在买非常、非常～多的特大号炸弹！对吧对吧？
100002_8,2,396,等等！别把话题抛给我！
100002_8,2,397,呃……也就是说，到底是怎么回事？啊，是在说游戏吗？
100002_8,2,398,就当作是这样吧！
100002_8,2,399,完全不对！
100002_8,2,400,露西是认真的！露西很生气！擅自毁婚，还把露西排除在外！露西已经很久没有这么生气了……！自从真唯和皋月把露西丢下，两个人自己吃点心以来！露西很生气！
100002_8,3,401,怎、怎么了……！
100002_8,3,402,啊、啊呜、啊呜啊呜……就算道歉，也太迟了……！因为露西和玲奈子大人已经决定要炸掉王冢了……事到如今……！
100002_8,3,403,呀！
100002_8,3,404,对不起，露西。
100002_8,3,405,——
100002_8,3,406,在与纱月讨论婚约的时候，我也道歉过好几次……但希望你让我在这里再次郑重地向你赔罪。我母亲强行推进我们的婚约，给你添了很大的麻烦。虽然你似乎认为这是为了我们公司着想才下定决心的……但已经没关系了。
100002_8,3,407,露西。你想要报答我母亲的恩情，这份心意已经充分传达给我了。谢谢你。但是，你有你自己的人生。希望你不要被蔷薇女王束缚，找到属于你自己的幸福。
100002_8,3,408,舞，什么都不明白……
100002_8,3,409,……什么意思？
100002_8,3,410,露西至今为止，是怎么看待舞的。
100002_8,3,411,你对我……
100002_8,3,412,露西最讨厌舞了！
100002_8,3,413,露西讨厌被留着疼爱，拥有着一切的舞！
100002_8,3,414,但是，露西。你至今为止……
100002_8,3,415,和至今为止的事情没有关系！露西说的是现在！
100002_8,3,416,所以！所以，露西才想要夺走！夺走舞的容身之处，夺走一切，夺走所有！露西以为只要和舞订婚，结婚的话，就能实现这个愿望！
100002_8,3,417,可是，你却突然和皋月订婚……我不能原谅这种事！我绝对，永远都不会原谅你的！
100002_8,3,418,……这样啊。
100002_8,3,419,那真的是很抱歉。但是，我从一开始就不打算和你结婚。
100002_8,3,420,唔！
100002_8,3,421,至今为止，我一直没能告诉你。因为我觉得会伤害到你。但是，我也有我的人生。我已经决定要得到幸福了。
100002_8,3,422,你是觉得和露西在一起，就无法得到幸福吗……？
100002_8,3,423,那也错了。
100002_8,3,424,你对我来说很重要。我认为你是能够敞开心扉，无可取代的朋友。每次去法国，一年能见到你几次，我都很期待。你总是对我很好。我也把你当成亲妹妹一样，以爱情对待你。
100002_8,3,425,那么……
100002_8,3,426,但是，我有最重要的对象。所以……
100002_8,3,427,那就是——纱月吗！？
100002_8,3,428,没错。
100002_8,3,429,纱月同学……
100002_8,3,430,真唯选择了我。这就是一切，露西。
100002_8,3,431,纱月……为什么……！
100002_8,3,432,我不会道歉的。因为我与真唯不同。
100002_8,3,433,选择某样东西，就意味着不选择其他东西。很遗憾。这里已经没有你的容身之处了。你就老老实实地回法国吧。
100002_8,3,434,就像个需要照顾的妹妹
100002_8,3,435,——！
100002_8,3,436,你还是老样子，很单纯——
100002_8,3,437,呜哇啊啊啊啊啊啊啊啊啊啊啊！
100002_8,3,438,对、对不起！那个！学校见！
100002_8,3,439,那、那个……！
100002_8,3,440,呜哇啊啊啊啊啊啊啊啊啊啊啊啊啊！
100002_8,3,441,呜哇！露、露西！？
100002_8,3,442,呜哇啊啊啊啊啊啊啊！呜哇啊啊啊啊啊啊啊啊啊啊啊！
100002_8,3,443,露西！露西，那个！
100002_8,3,444,在这里的话，会被大家看到的！你冷静不下来吧！？我们走一会儿吧！？走一会儿！好吗！？
100002_8,3,445,呜哇啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊！
100002_8,3,446,要炸掉玫瑰皇后
100002_8,3,447,我最讨厌真唯了
100002_8,3,448,不用在意纱月。比起这个，把露西交给你真是抱歉
100002_8,3,449,小露西，呃……要、要回家吗……？
100002_8,3,450,…………
100002_8,3,451,真唯和纱月，是露西的第一个朋友
100002_8,3,452,……嗯
100002_8,3,453,露西，一直都是一个人。没有父母，也没有兄弟，住在亲戚的家里。每天都很寂寞。但是有一天
100002_8,3,454,有位魔法师，来到了仙杜丽昂的家
100002_8,3,455,露西，喜欢，真唯，和纱月。只要想到她们两个人，嘴角就会自然地上扬，心情也会变得愉快。露西，第一次，遇到这样的人
100002_8,3,456,只有露西的重要的玩偶。在路上捡到的银色硬币。在秘密的地方找到的四叶草。爸爸和妈妈摸着头的微弱回忆……这些，对露西来说，就是真唯和纱月。
100002_8,3,457,……你想和真唯结婚吗？
100002_8,3,458,是
100002_8,3,459,……
100002_8,3,460,不知道……
100002_8,3,461,……嗯。
100002_8,3,462,露西，是想结婚，吗……
100002_8,3,463,但是，你被悔婚之后，不是伤心到想炸掉玫瑰皇后吗……？
100002_8,3,464,这个，露西也不明白
100002_8,3,465,只是，觉得必须做点什么……乌尔特的计量条，一直在增加……然后露西就想到，要炸掉它
100002_8,3,466,被小留叫过去，露西觉得很开心。小留觉得露西很特别，露西也觉得很开心。但是，关于『结婚
100002_8,3,467,……嗯，大概
100002_8,3,468,露西知道，结婚是和喜欢的人一起做的事。一生只有一次，和唯一一个很重要的人一起做的事……其实，露西也觉得……也许，不是这样的……
100002_8,3,469,……露西，到底，想怎么做呢……？
100002_8,3,470,喜欢
100002_8,3,471,露西最讨厌真唯了
100002_8,3,472,讨厌
100002_8,3,473,可是……露西，说了讨厌……
100002_8,3,474,一觉得烦躁，脑袋就会变得一片空白……这是露西非常不好的地方……觉得全部都不要了的心情，就会涌上心头……
100002_8,3,475,这样啊……嗯，我懂。
100002_8,3,476,小露西……你接下来想怎么做？
100002_8,3,477,……总之，我不会去爆炸了
100002_8,3,478,嗯，嗯
