filename,weighted,book_id,title
3872_161210,0.7504977704587071,3872,人妻教师被班里的女高中生迷的神魂颠倒的故事
2468_144039,0.7499377171629593,2468,里世界远足(里世界郊游)
2751_125697,0.7434634266293221,2751,我们不可能成为恋人！绝对不行。(※似乎可行？)（我怎么可能成为你的恋人，不行不行！）
2751_141461,0.7419136348054559,2751,我们不可能成为恋人！绝对不行。(※似乎可行？)（我怎么可能成为你的恋人，不行不行！）
4040_167040,0.7377117993261977,4040,夏天的少女归来了
3866_160899,0.7373908686392757,3866,与她女友的不纯初恋
2751_122070,0.7358657657440418,2751,我们不可能成为恋人！绝对不行。(※似乎可行？)（我怎么可能成为你的恋人，不行不行！）
3128_142015,0.7344566337985264,3128,我的初恋对象与人接吻了
3625_151723,0.7322702864478327,3625,捡到小猫，我也仅是小猫
3128_130682,0.7320487908008185,3128,我的初恋对象与人接吻了
3833_159575,0.7298831893020794,3833,在放学后的教室里，恋爱浮现
2751_136813,0.7291418297314586,2751,我们不可能成为恋人！绝对不行。(※似乎可行？)（我怎么可能成为你的恋人，不行不行！）
2482_106168,0.7288504995495791,2482,终将成为你 关于佐伯沙弥香(终将成为你 佐伯沙弥香的追忆)
3866_166204,0.7239090704796071,3866,与她女友的不纯初恋
3519_148314,0.7228797211062319,3519,我买下了与她的每周密会～以五千圆为借口，共度两人时光～(一周一次买下同班同学的那些事)
124_19645,0.721516404345942,124,惊爆草莓
3056_130465,0.7197153206906352,3056,截稿日之前，百合的进度特别快
2291_84182,0.718677828542024,2291,少女妄想中
3097_128077,0.717165490884676,3097,无法忘怀的魔女故事(无法忘却的魔女物语)
3128_129602,0.7167353383858381,3128,我的初恋对象与人接吻了
2482_93118,0.7166191898783749,2482,终将成为你 关于佐伯沙弥香(终将成为你 佐伯沙弥香的追忆)
452_16680,0.7135381864712734,452,菖蒲的少女革命！
124_6298,0.7125064958322707,124,惊爆草莓
3755_156737,0.7103402819029003,3755,碱性劣等生
2451_127924,0.7102325863534134,2451,「凭你也想讨伐魔王？」被勇者小队逐出队伍，只好在王都自在过活(你这种家伙别想打赢魔王)
2751_166872,0.7095471219169901,2751,我们不可能成为恋人！绝对不行。(※似乎可行？)（我怎么可能成为你的恋人，不行不行！）
3723_155603,0.7087490524014016,3723,她她
452_19357,0.7024114703649246,452,菖蒲的少女革命！
2751_159480,0.7010469615709409,2751,我们不可能成为恋人！绝对不行。(※似乎可行？)（我怎么可能成为你的恋人，不行不行！）
2756_118972,0.7001405716562875,2756,转生公主与天才千金的魔法革命(转生王女与天才千金的魔法革命)
929_26654,0.6989774012560339,929,心生研究社
2997_125301,0.698711433468304,2997,人类的时代结束了，但肚子还是会饿吗？
3784_157680,0.6981024583333545,3784,我发现了小小的百合
667_19434,0.6965934956763671,667,野花——在那花不开的世界
2920_117810,0.69623254990932,2920,最后的蓝(End Blue)
3653_153450,0.6950530613953411,3653,区区平民竟敢这么嚣张！
1683_160185,0.6909725680800096,1683,安达与岛村
1683_159554,0.6899484797482995,1683,安达与岛村
3665_153545,0.6898673695357901,3665,你以为我的百合人设只是商业卖点？
2751_148354,0.6895924511936687,2751,我们不可能成为恋人！绝对不行。(※似乎可行？)（我怎么可能成为你的恋人，不行不行！）
3097_128114,0.6891309812285963,3097,无法忘怀的魔女故事(无法忘却的魔女物语)
2896_116723,0.6886089722318,2896,将放言说女生之间不可能的女孩子，在百日之内彻底攻陷的百合故事
2291_106328,0.6882127881973047,2291,少女妄想中
1683_72353,0.6881020779087204,1683,安达与岛村
1683_72363,0.688026400261013,1683,安达与岛村
452_26034,0.6873650967885194,452,菖蒲的少女革命！
3854_160445,0.6863013007441111,3854,鹿乃江同学的左手
1698_57756,0.6855481053334688,1698,幽灵列车与金平糖
3560_148430,0.6841171030977421,3560,回忆重叠的乐园战场。接着两人，拿起了武器(少女执利兵于手，相战于交织希望的乐园战场)
2482_97409,0.6833872141228229,2482,终将成为你 关于佐伯沙弥香(终将成为你 佐伯沙弥香的追忆)
2131_82072,0.6807869038048737,2131,为了拯救世界的那一天─Qualidea Code─(为了终有一天能拯救世界)
1115_33942,0.6799855498775691,1115,魔法少女小圆
3505_145386,0.679076460694098,3505,焦点深度
2635_137533,0.6775885266104413,2635,我的推是坏人大小姐(我推是反派大小姐)
3056_125389,0.6757732891421042,3056,截稿日之前，百合的进度特别快
124_19644,0.6752364735717091,124,惊爆草莓
2756_165934,0.6735878844780707,2756,转生公主与天才千金的魔法革命(转生王女与天才千金的魔法革命)
655_19379,0.6732235433150532,655,simoun 祈舞
655_19381,0.6728534515933817,655,simoun 祈舞
2756_127015,0.6702602366470839,2756,转生公主与天才千金的魔法革命(转生王女与天才千金的魔法革命)
1683_148767,0.6701862728053702,1683,安达与岛村
2468_129551,0.6701497801698193,2468,里世界远足(里世界郊游)
3625_161235,0.6695836194568376,3625,捡到小猫，我也仅是小猫
2773_109485,0.6693960251224983,2773,野花通信(野野小花通信)
2896_149574,0.6675300449589131,2896,将放言说女生之间不可能的女孩子，在百日之内彻底攻陷的百合故事
2896_154846,0.6661803426628792,2896,将放言说女生之间不可能的女孩子，在百日之内彻底攻陷的百合故事
3232_133919,0.6661509830391538,3232,魔女的宠爱
677_19543,0.6661405109812261,677,神明大人会把笑心○○○？
1683_57157,0.6653964712403101,1683,安达与岛村
1683_117332,0.6653353398191879,1683,安达与岛村
3542_147412,0.6653162652831532,3542,CARNEADES
2635_101053,0.6643173560847764,2635,我的推是坏人大小姐(我推是反派大小姐)
2468_115960,0.6642353232429331,2468,里世界远足(里世界郊游)
3961_164203,0.663794577974162,3961,异界扫灭的战斗女仆
2756_159532,0.6637537179710968,2756,转生公主与天才千金的魔法革命(转生王女与天才千金的魔法革命)
2635_145272,0.662986288175475,2635,我的推是坏人大小姐(我推是反派大小姐)
677_43406,0.6612439335964178,677,神明大人会把笑心○○○？
3653_152923,0.6608885260377253,3653,区区平民竟敢这么嚣张！
1683_99285,0.6607477631063007,1683,安达与岛村
2896_116915,0.6606247816948894,2896,将放言说女生之间不可能的女孩子，在百日之内彻底攻陷的百合故事
2651_134566,0.6605508371277499,2651,处刑少女的生存之道
2464_92235,0.6599980743755773,2464,无法成为神明的少女
298_17775,0.6596867669141596,298,卡莲坂高中可爱广播社
2468_122234,0.6593725230448122,2468,里世界远足(里世界郊游)
2635_104245,0.6584322020253386,2635,我的推是坏人大小姐(我推是反派大小姐)
2756_108273,0.6582741501524503,2756,转生公主与天才千金的魔法革命(转生王女与天才千金的魔法革命)
3653_157261,0.6578365691478204,3653,区区平民竟敢这么嚣张！
1683_72409,0.6565289407819472,1683,安达与岛村
499_18026,0.6563655625772052,499,香草追击 A sweet partner
3693_154379,0.6553923566372772,3693,在这得说猫语
2451_91489,0.654790777328529,2451,「凭你也想讨伐魔王？」被勇者小队逐出队伍，只好在王都自在过活(你这种家伙别想打赢魔王)
2896_127444,0.6534873243645583,2896,将放言说女生之间不可能的女孩子，在百日之内彻底攻陷的百合故事
1115_33933,0.6530851283770328,1115,魔法少女小圆
1683_72396,0.652074572320397,1683,安达与岛村
3542_157192,0.6515681758236399,3542,CARNEADES
806_21516,0.6508265197516447,806,红线 绊之记忆
3964_164338,0.6506107492555187,3964,双星·飓风·离乡人
894_24103,0.6506052980448302,894,紫色的Qualia
3964_164352,0.6500714165619258,3964,双星·飓风·离乡人
2131_77090,0.6499745027799664,2131,为了拯救世界的那一天─Qualidea Code─(为了终有一天能拯救世界)
1729_68779,0.6497853571433528,1729,IDOLISING偶像擂台！
2451_164214,0.6490083960314784,2451,「凭你也想讨伐魔王？」被勇者小队逐出队伍，只好在王都自在过活(你这种家伙别想打赢魔王)
2468_114701,0.6485926144847446,2468,里世界远足(里世界郊游)
2756_135147,0.6483463107527778,2756,转生公主与天才千金的魔法革命(转生王女与天才千金的魔法革命)
2468_114697,0.6475991728805346,2468,里世界远足(里世界郊游)
3800_158285,0.6473658289494237,3800,魔女们的选择 两位魔女的英雄史诗
2651_102068,0.6467396519621457,2651,处刑少女的生存之道
3542_159751,0.6434814900739877,3542,CARNEADES
2468_98528,0.6432387069159667,2468,里世界远足(里世界郊游)
3817_158891,0.6420436707980183,3817,末日尽头的少女背包之旅
3639_152497,0.6415225868772796,3639,不动火轮一动不动
3716_155281,0.6401090966668556,3716,初恋Signal
2451_94926,0.6372300083002687,2451,「凭你也想讨伐魔王？」被勇者小队逐出队伍，只好在王都自在过活(你这种家伙别想打赢魔王)
2756_145929,0.6368511575539126,2756,转生公主与天才千金的魔法革命(转生王女与天才千金的魔法革命)
2997_122164,0.6360236890748416,2997,人类的时代结束了，但肚子还是会饿吗？
3078_126726,0.6350101067682534,3078,武士道系列
2468_92542,0.6349165200639333,2468,里世界远足(里世界郊游)
349_12158,0.6348465341545999,349,BLACK SHEEP 圣夜迷途的黑羊
2680_103564,0.6347967566453627,2680,Everlasting
915_25331,0.6330381187186148,915,发明工坊 星降日记
1414_108915,0.6325480696652251,1414,魔法少女育成计划
2468_160019,0.6322085647990642,2468,里世界远足(里世界郊游)
2756_112633,0.6306547580953805,2756,转生公主与天才千金的魔法革命(转生王女与天才千金的魔法革命)
2492_93410,0.629118548404687,2492,在世界终焉的花园
3251_134735,0.6288467630159421,3251,最后也是最初的偶像
2756_143520,0.6287354823956738,2756,转生公主与天才千金的魔法革命(转生王女与天才千金的魔法革命)
1414_119795,0.6277606382874819,1414,魔法少女育成计划
2451_116164,0.6276905332921601,2451,「凭你也想讨伐魔王？」被勇者小队逐出队伍，只好在王都自在过活(你这种家伙别想打赢魔王)
2651_103266,0.6276062974943166,2651,处刑少女的生存之道
1729_58906,0.6272256129181365,1729,IDOLISING偶像擂台！
298_20499,0.6263298042168534,298,卡莲坂高中可爱广播社
2651_129358,0.6262891179064273,2651,处刑少女的生存之道
2997_125114,0.6254589565638808,2997,人类的时代结束了，但肚子还是会饿吗？
1683_81043,0.6251639568944922,1683,安达与岛村
2896_117226,0.6245989626138697,2896,将放言说女生之间不可能的女孩子，在百日之内彻底攻陷的百合故事
2651_131330,0.6242173094251705,2651,处刑少女的生存之道
2651_118252,0.6237358159172468,2651,处刑少女的生存之道
3507_145453,0.6235679691127964,3507,沙漠蔷薇
1414_122209,0.6233044349506046,1414,魔法少女育成计划
2635_139773,0.6219569855966813,2635,我的推是坏人大小姐(我推是反派大小姐)
1414_46255,0.6212319391363326,1414,魔法少女育成计划
1414_122955,0.6210063603357627,1414,魔法少女育成计划
3078_126855,0.6209519815494803,3078,武士道系列
2651_128686,0.6205940588747684,2651,处刑少女的生存之道
60_3450,0.6195432489273254,60,糖果子弹
2451_137549,0.6185775562231087,2451,「凭你也想讨伐魔王？」被勇者小队逐出队伍，只好在王都自在过活(你这种家伙别想打赢魔王)
3249_134644,0.6178679548994571,3249,弗莉达的世界 天上没有的群星
1683_97801,0.6177165840541092,1683,安达与岛村
391_14748,0.6175897084869466,391,眼镜少女 HOLIC
1414_123397,0.6172503750683026,1414,魔法少女育成计划
298_10601,0.6158351128526636,298,卡莲坂高中可爱广播社
391_14750,0.6151155105310789,391,眼镜少女 HOLIC
3802_158308,0.6112089799565777,3802,谋杀勇者的新娘
1683_125053,0.6104515520989938,1683,安达与岛村
3210_166202,0.6086817557489268,3210,被夹在百合之间的我，顺势劈腿了(关于被百合夹在中间的我，顺势脚踏两只船这件事)
1414_104765,0.6081293069151815,1414,魔法少女育成计划
1414_108917,0.605713653141633,1414,魔法少女育成计划
2756_167146,0.5987283347557575,2756,转生公主与天才千金的魔法革命(转生王女与天才千金的魔法革命)
1683_139072,0.5967064570874265,1683,安达与岛村
1414_104755,0.5962089016948995,1414,魔法少女育成计划
1683_115965,0.5959179705863269,1683,安达与岛村
3210_142152,0.5905409392786117,3210,被夹在百合之间的我，顺势劈腿了(关于被百合夹在中间的我，顺势脚踏两只船这件事)
2651_145445,0.5886482647544624,2651,处刑少女的生存之道
3406_140173,0.5880389495081987,3406,反派千金沦为庶民
298_10595,0.5872494406559284,298,卡莲坂高中可爱广播社
1414_72715,0.5751055655732376,1414,魔法少女育成计划
2562_97163,0.5742392194194597,2562,大和抚子向前冲！管它以后会怎样！
255_134554,0.5688674107244405,255,圣母在上(玛莉亚的凝望)
1414_71258,0.5651963131693247,1414,魔法少女育成计划
3961_164825,0.5518711640895898,3961,异界扫灭的战斗女仆
1683_81033,0.5313412351969841,1683,安达与岛村
3716_155275,0.5254656719496915,3716,初恋Signal
1833_63846,0.5115528344101,1833,生存意义空想
3780_157613,0.5043797512982795,3780,请待在有光的地方
3210_161286,0.486608823434981,3210,被夹在百合之间的我，顺势劈腿了(关于被百合夹在中间的我，顺势脚踏两只船这件事)
3210_132833,0.485449201444687,3210,被夹在百合之间的我，顺势劈腿了(关于被百合夹在中间的我，顺势脚踏两只船这件事)
1643_55576,0.4747257130259483,1643,傀儡师神乐
2812_111584,0.4671189502070622,2812,将这股温度称为你(我会将这份温暖称为你)
2661_102547,0.463245665447619,2661,相隔101米的爱恋
2431_90434,0.4578162325198085,2431,她与我的末日旅行
3986_165240,0.4460612430947511,3986,谁才是我的百合呢！？
3759_157046,0.4419249554495709,3759,只要活着
3210_137424,0.4294276431059832,3210,被夹在百合之间的我，顺势劈腿了(关于被百合夹在中间的我，顺势脚踏两只船这件事)
255_9668,0.4020292539449529,255,圣母在上(玛莉亚的凝望)
255_48951,0.3797665737057012,255,圣母在上(玛莉亚的凝望)
3703_154789,0.3788127612627716,3703,蜘蛛与制服
301_10871,0.3764419781590018,301,简单易懂的现代魔法
255_29646,0.3738237491784771,255,圣母在上(玛莉亚的凝望)
255_39740,0.3614919215015488,255,圣母在上(玛莉亚的凝望)
657_19396,0.356942146227199,657,舞-HiME★DESTINY 龙之巫女
255_63937,0.3566245097981043,255,圣母在上(玛莉亚的凝望)
301_10884,0.3558372149197017,301,简单易懂的现代魔法
255_63938,0.3541769657261805,255,圣母在上(玛莉亚的凝望)
301_17145,0.3372093903014065,301,简单易懂的现代魔法
255_46532,0.3283791896695926,255,圣母在上(玛莉亚的凝望)
3759_157035,0.3229626791007603,3759,只要活着
255_19142,0.3218548818719299,255,圣母在上(玛莉亚的凝望)
255_9641,0.3194808435560027,255,圣母在上(玛莉亚的凝望)
3413_140732,0.3190105017272071,3413,十岁的最强魔导师
2828_112677,0.2957557127018147,2828,降樱的小镇
255_9697,0.2854684022649262,255,圣母在上(玛莉亚的凝望)
255_9660,0.2677653582964088,255,圣母在上(玛莉亚的凝望)
3862_160792,0.2602872043970853,3862,少女所不期望的英雄史诗
4043_167174,0.2562201723016044,4043,雨之塔
3332_137255,0.2481670036967936,3332,我们没有故事
255_9671,0.2453886971146708,255,圣母在上(玛莉亚的凝望)
255_25499,0.2388206085372649,255,圣母在上(玛莉亚的凝望)
2828_114310,0.2353176716602052,2828,降樱的小镇
2496_93457,0.2345141120010825,2496,幸会，食人鬼。
3250_134718,0.2324770842561883,3250,百年文通
2152_112766,0.2291300591379076,2152,熊熊勇闯异世界
3386_139167,0.2283390116939067,3386,猎猫一族之长
208_8558,0.2213400982632425,208,幽灵恋人
255_25950,0.2203445738483974,255,圣母在上(玛莉亚的凝望)
2367_133856,0.2187540291414056,2367,DATE A BULLET赤黑新章
255_37585,0.2176440250794,255,圣母在上(玛莉亚的凝望)
2367_128760,0.2071578276394396,2367,DATE A BULLET赤黑新章
2235_90022,0.2048874071414259,2235,四季之后4 cours after
3894_162181,0.2048286383908092,3894,两个人是光之美少女
1642_55559,0.2022275191008465,1642,天空的莉莉娅
3611_155043,0.2008467931408988,3611,我的初恋太过羞耻无法对人诉说
3332_138097,0.1970661826977794,3332,我们没有故事
3667_153600,0.1952480173529083,3667,四人制姐妹百合物帐
255_9707,0.1910780210590401,255,圣母在上(玛莉亚的凝望)
2235_81534,0.1884993716170593,2235,四季之后4 cours after
255_35187,0.1863815788762391,255,圣母在上(玛莉亚的凝望)
255_19141,0.184017299441851,255,圣母在上(玛莉亚的凝望)
3332_163098,0.1832625068540461,3332,我们没有故事
3611_163958,0.1816278345409219,3611,我的初恋太过羞耻无法对人诉说
2367_93911,0.1809193487072608,2367,DATE A BULLET赤黑新章
301_10869,0.1806387067988841,301,简单易懂的现代魔法
301_18174,0.1762667844498313,301,简单易懂的现代魔法
255_28845,0.1741697799652528,255,圣母在上(玛莉亚的凝望)
208_8571,0.1731499817107774,208,幽灵恋人
255_9698,0.1730098126542253,255,圣母在上(玛莉亚的凝望)
255_9691,0.1717879096897439,255,圣母在上(玛莉亚的凝望)
255_25495,0.1714196631380089,255,圣母在上(玛莉亚的凝望)
255_9687,0.1712689525719768,255,圣母在上(玛莉亚的凝望)
301_29966,0.1701116802781578,301,简单易懂的现代魔法
208_8577,0.1610420629059211,208,幽灵恋人
3785_157738,0.1558262498896008,3785,想成为勇者的少女，与注定成为勇者的她(想要成为勇者的少女，与理应成为勇者的她)
255_9682,0.14670076230672,255,圣母在上(玛莉亚的凝望)
255_33415,0.1430684407781186,255,圣母在上(玛莉亚的凝望)
255_44280,0.14072707990207,255,圣母在上(玛莉亚的凝望)
255_50050,0.1379568715062654,255,圣母在上(玛莉亚的凝望)
583_18786,0.136527940849543,583,菩提树庄的暗狩姬
1868_132065,0.1351409443774687,1868,脑浆炸裂girl
3332_159293,0.1344049589798247,3332,我们没有故事
3332_141320,0.1334516781059632,3332,我们没有故事
2306_98863,0.1307753370202829,2306,Re:Stage！
3962_164246,0.1286889932736043,3962,转生千金卡特娜在异世界追寻梦想成为刀匠！
3611_150752,0.1285859134273279,3611,我的初恋太过羞耻无法对人诉说
3269_135382,0.1275993663833996,3269,所有偶像皆不老的世界
2367_117201,0.1229062085887258,2367,DATE A BULLET赤黑新章
4026_166703,0.1228400559463196,4026,花物语
3432_141806,0.1220480810154865,3432,祈祷之国的莉莉艾儿
1677_56910,0.1163307827410337,1677,少女与战车
255_9675,0.1157081199617753,255,圣母在上(玛莉亚的凝望)
2689_104058,0.1114858818422331,2689,冰川双子的生活
1751_59858,0.1076229075861376,1751,樱神乐
2685_103754,0.104268416112895,2685,明日的世界将会星光灿烂(明日的世界星光闪耀)
3412_140718,0.1041418536452554,3412,少女同志，向敌人开枪吧
255_30182,0.1031993991550621,255,圣母在上(玛莉亚的凝望)
1677_56909,0.1012955763656842,1677,少女与战车
3547_149476,0.1006754647090654,3547,NO推理、NO侦探？
3735_157496,0.1004638986141773,3735,少女星间漂流记
2685_151310,0.0997575360098784,2685,明日的世界将会星光灿烂(明日的世界星光闪耀)
2367_90830,0.0992706865079299,2367,DATE A BULLET赤黑新章
2367_87736,0.0967831411507842,2367,DATE A BULLET赤黑新章
2300_84761,0.0947205160419761,2300,虹色异星人
2367_87720,0.0943747075893348,2367,DATE A BULLET赤黑新章
2895_117002,0.0935745815809014,2895,声优广播的幕前幕后(声优广播的台前幕后)
1966_75787,0.0921942811589684,1966,绯弹的亚莉亚AA(绯弹的亚里亚AA)
1215_69536,0.091289453463406,1215,学生会侦探桐香
2895_118770,0.0876366073414844,2895,声优广播的幕前幕后(声优广播的台前幕后)
255_17548,0.0873494772599391,255,圣母在上(玛莉亚的凝望)
255_20343,0.0873260664504489,255,圣母在上(玛莉亚的凝望)
1966_77579,0.087136258538395,1966,绯弹的亚莉亚AA(绯弹的亚里亚AA)
3137_146794,0.0868609500239477,3137,身为VTuber的我因为忘记关台而成了传说
3735_163651,0.0861103212067443,3735,少女星间漂流记
3432_144006,0.082765009817357,3432,祈祷之国的莉莉艾儿
1966_69040,0.081975544776528,1966,绯弹的亚莉亚AA(绯弹的亚里亚AA)
3295_136200,0.0813057520238652,3295,结城友奈是勇者 勇者史外典
2895_155026,0.0784229240627701,2895,声优广播的幕前幕后(声优广播的台前幕后)
1868_65575,0.0775206036827328,1868,脑浆炸裂girl
2685_112425,0.0769277076080225,2685,明日的世界将会星光灿烂(明日的世界星光闪耀)
2895_153172,0.0769100141320827,2895,声优广播的幕前幕后(声优广播的台前幕后)
2367_97745,0.076503656372991,2367,DATE A BULLET赤黑新章
1215_45500,0.0758735255618429,1215,学生会侦探桐香
2255_108413,0.0750557541951862,2255,魔女之旅
3863_160807,0.0742280134230045,3863,魔女之旅 学园物语
1845_66108,0.0741556127827812,1845,合奏女孩！
401_27844,0.0739361899081503,401,德鲁伊来啰!
343_12044,0.0739002132203431,343,静流姐系列
2895_150951,0.0737381949139535,2895,声优广播的幕前幕后(声优广播的台前幕后)
3754_156707,0.0736074317015817,3754,深夜重拳(深夜PUNCH 动画投稿者是吸血鬼！？)
2768_109073,0.0731207665546984,2768,转生前是男的所以逆后宫容我拒绝
3525_146329,0.0729343473065796,3525,Lovelive! 虹咲学园偶像同好会 红莲的剑姬~Flamesword Princess~
3295_136188,0.0726985096780941,3295,结城友奈是勇者 勇者史外典
3375_138681,0.0720509059716414,3375,强袭魔女Memorial Episode 在一起哦
3590_149859,0.072014346483684,3590,Stellar step
1868_132354,0.0715068812050756,1868,脑浆炸裂girl
2895_116710,0.0712608161748879,2895,声优广播的幕前幕后(声优广播的台前幕后)
1215_112296,0.0704499604410189,1215,学生会侦探桐香
2152_113497,0.0697119777807462,2152,熊熊勇闯异世界
1966_73874,0.0691728227669971,1966,绯弹的亚莉亚AA(绯弹的亚里亚AA)
3137_143296,0.0687735850764249,3137,身为VTuber的我因为忘记关台而成了传说
2306_84905,0.0685453990592772,2306,Re:Stage！
2895_122477,0.0684448514181654,2895,声优广播的幕前幕后(声优广播的台前幕后)
1215_37600,0.0677026281052821,1215,学生会侦探桐香
2895_134661,0.0676222841367708,2895,声优广播的幕前幕后(声优广播的台前幕后)
2255_142921,0.0665903647374734,2255,魔女之旅
3280_135793,0.0664177350027436,3280,为青年设立的读书俱乐部
2306_98864,0.0664111716715388,2306,Re:Stage！
2792_135838,0.0661195578395556,2792,家里蹲吸血姬的郁闷(家里蹲吸血姬的苦闷)
343_17955,0.0659343363903828,343,静流姐系列
531_66734,0.0655718387552321,531,苍穹女武神(苍穹的驱真)
577_23778,0.0648579922600426,577,强袭魔女
1215_50634,0.0647601053821859,1215,学生会侦探桐香
3590_152213,0.0647250429114206,3590,Stellar step
2734_106844,0.0647207875001843,2734,为了当剑士而入学，魔法天赋却高达9999！？
2792_137995,0.0633155446796935,2792,家里蹲吸血姬的郁闷(家里蹲吸血姬的苦闷)
2895_159563,0.0629687762451122,2895,声优广播的幕前幕后(声优广播的台前幕后)
2255_104473,0.0628704881192777,2255,魔女之旅
1577_78877,0.0627199196698089,1577,妮娜与兔子与魔法战车
2255_97803,0.0621821174857672,2255,魔女之旅
2792_142600,0.0621554237000108,2792,家里蹲吸血姬的郁闷(家里蹲吸血姬的苦闷)
2152_141783,0.0619185419494805,2152,熊熊勇闯异世界
401_19786,0.0618032278316588,401,德鲁伊来啰!
3137_130256,0.0617637645520767,3137,身为VTuber的我因为忘记关台而成了传说
251_12205,0.0611251939631581,251,魔学诡术士
3316_136794,0.0603413198270686,3316,Lycoris Recoil 莉可丽丝 Ordinary days
2255_110545,0.0602887850695852,2255,魔女之旅
3137_148607,0.0602530568605546,3137,身为VTuber的我因为忘记关台而成了传说
2367_109978,0.0601257901414545,2367,DATE A BULLET赤黑新章
2845_114050,0.0595526229217753,2845,乃木若叶是勇者(勇者部系列三)
3735_156030,0.059244486367542,3735,少女星间漂流记
2418_89871,0.0587328043974746,2418,你好哇，暗杀者
255_33423,0.0587090262340895,255,圣母在上(玛莉亚的凝望)
2845_114071,0.058297424867111,2845,乃木若叶是勇者(勇者部系列三)
3137_134707,0.0580768889211354,3137,身为VTuber的我因为忘记关台而成了传说
1156_35334,0.0574358314813475,1156,STITCH裁缝少女
3137_154919,0.0569947786564341,3137,身为VTuber的我因为忘记关台而成了传说
643_19288,0.0569862058652207,643,PiPit!!天线少女
3137_138391,0.0568287629088646,3137,身为VTuber的我因为忘记关台而成了传说
2255_99805,0.056701024325253,2255,魔女之旅
531_32910,0.0562023431730639,531,苍穹女武神(苍穹的驱真)
2895_164223,0.0561189995424382,2895,声优广播的幕前幕后(声优广播的台前幕后)
2792_144990,0.0559589238126961,2792,家里蹲吸血姬的郁闷(家里蹲吸血姬的苦闷)
1021_29936,0.0549110623645219,1021,侦探歌剧MilkyHomes～overture～
595_18889,0.0544891013341933,595,叛红猎杀
2792_127183,0.0543252184247452,2792,家里蹲吸血姬的郁闷(家里蹲吸血姬的苦闷)
2792_126100,0.0542564497236006,2792,家里蹲吸血姬的郁闷(家里蹲吸血姬的苦闷)
2438_90975,0.054104855136711,2438,Cheers!爱的鼓励
531_65764,0.0522749371038153,531,苍穹女武神(苍穹的驱真)
